fund_name,company_name,country,sector_raw,borrower_type_raw,company_website,source_text,source_url,notes
MCE,"ASA Kenya, ASA Tanzania, ASA Uganda",Kenya,Microfinance,FSP,https://kenya.asa-international.com,"ASA Kenya is a financial servicer provider (FSP) offering low-income female business owners small loans to start or grow businesses. Their lending approach is based on individual lending via client groups, without joint-liability. Over the last 10 years, ASA Kenya has expanded to become one of the largest FSPs in Kenya, serving 162k borrowers, 99% of which are women. ‍ASA Tanzania, one of the largest FSPs in Tanzania in terms of geographical coverage and branch network, is a financial service provider operating in Tanzania. A typical borrower is a woman (99% of clients are women) in an urban or peri-urban area engaging in small-scale trading activities. ‍ASA Uganda, similar to ASA Tanzania, has become one of the largest FSPs in Uganda, in terms of geographical coverage and branch network. As of March 2025, 100% of its clients were women and about 74% of borrowers were in rural areas.",https://www.mcesocap.org/portfolio-list#list,
MCE,ASEI,El Salvador,Microfinance,FSP,https://asei-sv.org/,"La Asociación Salvadoreña de Extensionistas Empresariales del INCAE (ASEI) is a local NGO based in San Salvador that aims to empower low-income entrepreneurs, especially women, by providing small loans, financial education, and healthcare services.",https://www.mcesocap.org/portfolio-list#list,
MCE,Asian Credit Fund,Kazakhstan,Microfinance,FSP,https://asiancreditfund.com/en,"The Asian Credit Fund (ACF) is a microfinance institution established in 1997 that provides microloans and other business services to small and growing businesses in Kazakhstan. ACF’s financial services are designed specifically to promote small and growing businesses, develop rural households sustainably, and facilitate home ownership throughout the country.",https://www.mcesocap.org/portfolio-list#list,
MCE,Avanza Solido,Mexico,Microfinance,FSP,https://www.avanzasolido.com.mx/,"Avanza Sólido, S.A. de C.V. SOFOM, E.N.R. (“Avanza  Solido”) is a microfinance institution  headquartered  in Tuxtla Gutiérrez, Mexico, dedicated to providing financial services to underserved communities in impoverished regions of the country.",https://www.mcesocap.org/portfolio-list#list,
MCE,Azahar Coffee Company,Colombia,Agriculture Value Chain,SGB,https://azaharcoffee.com,"Azahar is a Colombian small business involved in the sourcing and exporting of premium specialty coffee from 5,000 small-scale farmers in post-conflict areas. Its uniquely impactful approach comes from traceability initiatives like its Sustainable Coffee Buyers Guide, which helps buyers understand price point to income ratios based on region. Additionally, Azahar promotes climate mitigation techniques like natural pest prevention, soil enrichment and water-efficiency amongst its farmers.",https://www.mcesocap.org/portfolio-list#list,
MCE,Baobab DRC,Democratic Rep Of Congo,Microfinance,FSP,https://baobabgroup.com/rdc/,"Baobab DRC is a subsidiary of the Baobab Group, a leading financial inclusion network of microfinance institutions that provide a wide range of digital and mobile solutions to over half a million individuals and small enterprises across Africa and China.",https://www.mcesocap.org/portfolio-list#list,
MCE,COMACO,Zambia,Agriculture Value Chain,SGB,https://itswild.org/,"Community Markets for Conservation (COMACO) is a pioneering social enterprise that works closely with rural communities across Zambia’s Luangwa Valley to promote sustainable agricultural practices with enhanced market access in a way that incentivizes forest and wildlife conservation, promotes household income and food security, and increases climate resilience for small-scale farmers.",https://www.mcesocap.org/portfolio-list#list,
MCE,Cooperativa Laguna de Los Condores,Peru,Agriculture Value Chain,SGB,https://coopldc.org/,"Cooperative Laguna de los Condores (Coop. LDC) is a farmers' organization, working with over 800 coffee farmers in the Amazonas region of Peru. Coop. LDC sources coffee from farmers through a network of 45 collection points, then processes and sells the product to local exporters and international buyers.",https://www.mcesocap.org/portfolio-list#list,
MCE,Crecer,Bolivia,Microfinance,FSP,https://www.crecerifd.bo:8443/BoliviaCrecerJforms/faces/inicio.xhtml,"MCE’s first client back in 2006, Crecer is a leading MFI in Bolivia that serves every region of the country with a variety of financial and non-financial services. Crecer is committed to reaching underserved populations of the country through a mix of individual and village banking loan products.",https://www.mcesocap.org/portfolio-list#list,
MCE,CrediCampo,El Salvador,Microfinance,FSP,http://www.credicampo.com.sv/,"CrediCampo is a cooperative in El Salvador that works in collaboration with Fundación Campo, its partner foundation, to alleviate poverty and empower rural communities through access to credit and community development services.",https://www.mcesocap.org/portfolio-list#list,
MCE,East Africa Fruits,Tanzania,Agriculture Value Chain,SGB,https://www.eafreshproduce.com/,"East Africa Fruits Co. is a social enterprise founded in 2015 that works to improve market access for smallholder farmers in Tanzania, increase farmers’ incomes by reducing post-harvest losses and adding value to fresh produce, and modernize agribusiness sector.",https://www.mcesocap.org/portfolio-list#list,
MCE,Edesa,Costa Rica,Microfinance,FSP,https://edesacr.com/,Edesa is a non-banking financial institution based in Costa Rica that provides financial services to rural areas to generate entrepreneurship and to progressively build up equity at the community level.,https://www.mcesocap.org/portfolio-list#list,
MCE,Ehtirom Plus,Uzbekistan,Microfinance,FSP,https://ehtiromplus.uz,"Ehtirom Plus is a financial service provider based in Eastern Uzbekistan with a mission to accelerate financial inclusion in rural areas of Fergana valley. In a country characterized by  low levels of financial inclusion, their impact is evident in their strong focus on underserved rural communities.",https://www.mcesocap.org/portfolio-list#list,
MCE,Elet Capital,Kyrgyzstan,Microfinance,FSP,http://www.elet.kg/,"Elet Capital, an MFI based in Bishkek, Kyrgyzstan, focuses on serving low-income rural entrepreneurs with formal financial services that would otherwise be unavailable.",https://www.mcesocap.org/portfolio-list#list,
MCE,Enlace,El Salvador,Microfinance,FSP,https://www.enlace.com.sv,"Enlace is a Salvadoran microfinance institution founded in 1998 as a collaborative social project between Catholic Relief Services, USAID, the José Simeón Cañas Central American University and other local NGOs. Enlace works primarily through group lending, granting working capital loans for productive purposes, as well as individual microloans for home improvement.",https://www.mcesocap.org/portfolio-list#list,
MCE,Fundación Espoir,Ecuador,Microfinance,FSP,http://www.espoir.org.ec/,"Fundación Espoir is a socially focused MFI in Ecuador that provides a range of financial and non-financial services to underserved communities, including individual and village banking loans, health services, and strong educations programs.",https://www.mcesocap.org/portfolio-list#list,
MCE,Esta Dana Ventura,Indonesia,Microfinance,FSP,https://www.estadanaventura.co.id/,"Esta Dana Ventura, based in the Greater Jakarta metropolitan area in Indonesia and founded in 2015, was founded to improve people’s welfare and equitable economic growth in Indonesia through supporting entrepreneurship. The FSP is strongly gender focused, supporting primarily female micro-entrepreneurs engaged in trading activities such as household goods and basic necessities.",https://www.mcesocap.org/portfolio-list#list,
MCE,Ethical Apparel Africa,Ghana,,SGB,https://www.ethicalapparelafrica.com/,"Ethical Apparel Africa (EAA) is a garment company based in Ghana, and exports garments to the US and Europe. EAA produces from its own factory, and emphasizes ethical practices, sustainability, and job creation, especially for women.",https://www.mcesocap.org/portfolio-list#list,
MCE,FACES Microfinanzas,Ecuador,Microfinance,FSP,https://faces.org.ec/,Fundación de Apoyo Comunitario y Social del Ecuador (“FACES”) is a non-profit MFI established in 1991 with the mission to provide credit and non-credit services to the under-banked population in Ecuador.,https://www.mcesocap.org/portfolio-list#list,
MCE,Financiera FAMA,Nicaragua,Microfinance,FSP,http://www.financierafama.com.ni/,"Financiera FAMA, owned by Fundación FAMA, is a Nicaraguan MFI committed to providing financial services to underserved populations of the country with a particular focus on women.",https://www.mcesocap.org/portfolio-list#list,
MCE,FINCA Armenia,Armenia,Microfinance,FSP,https://www.finca.am/en/,"FINCA Armenia is a branch of FINCA International providing financial services to low-income entrepreneurs in Armenia. They serve 22K+ micro and small entrepreneurs (as of 2022), with a special focus on the smallest borrowers in rural areas (58% of the clients).",https://www.mcesocap.org/portfolio-list#list,
MCE,FINCA Kosovo,Kosovo,Microfinance,FSP,https://www.fincakosovo.org/,FINCA Kosovo seeks to be the leading provider of microfinance services throughout Kosovo with a strong focus on low-income clients and micro-entrepreneurs. FINCA Kosovo is a part of the FINCA International microfinance network.,https://www.mcesocap.org/portfolio-list#list,
MCE,Friendship Bridge,Guatemala,Microfinance,FSP,https://www.friendshipbridge.org/,"Friendship Bridge is a financial institution that operates in Guatemala with a mission to empower Guatemalan women in poverty to build better futures through access to credit and education. Friendship Bridge primarily uses the village banking methodology, complemented by non-formal education and non-financial services like health support and technical assistance. Recently, it has introduced an individual loan product. Friendship Bridge has received the award of Top 3 Performer in the LATAM Region of the 60Decibels Index.",https://www.mcesocap.org/portfolio-list#list,
MCE,Furuz,Tajikistan,Microfinance,FSP,https://www.furuz.tj,"Furuz is an financial service provider offering savings accounts, long term deposits and money exchange operations to people in the center and southern regions of Tajikistan.",https://www.mcesocap.org/portfolio-list#list,
MCE,Good Nature Agro,Zambia,Agriculture Value Chain,SGB,https://goodnatureagro.com/,"Good Nature Agro (GNA) invests in Zambian small-scale farmers to generate lasting income by providing technical assistance, inputs and access to a readymade market.",https://www.mcesocap.org/portfolio-list#list,
MCE,Humo,Tajikistan,Microfinance,FSP,https://www.humo.tj/en/,"HUMO is a deposit-taking MFI that maintains a strong focus on rural populations of Tajikistan, offering a range of financial services and non-financial services such as financial literacy training. HUMO has been a partner of MCE since 2008.",https://www.mcesocap.org/portfolio-list#list,
MCE,IDH Microfinanciera,Honduras,Microfinance,FSP,https://www.idhmicrofinanciera.hn,Instituto de Desarrollo Hondureño (IDH) is a nonprofit microfinance institution founded in 1974 with the purpose of providing credit and non-credit services to underbanked populations in Honduras.,https://www.mcesocap.org/portfolio-list#list,
MCE,Imkon,Uzbekistan,Microfinance,FSP,N/A,"Imkon Finans (Imkon) is a small microfinance organization in Uzbekistan, located in the rural region of Andijan. MCE's due diligence revealed that 60-75% of Imkon's clients have no prior credit history, underscoring Imkon's deep reach into the communities of Andijan.",https://www.mcesocap.org/portfolio-list#list,
MCE,Inclusiva,Peru,Microfinance,FSP,https://www.coopacinclusiva.pe,"Inclusiva is a small lending and savings cooperative operating in the rural regions of Peru since 2019. Inclusiva has a strong focus on the region’s lower income population situated in the mountainous and remote areas of Peru that are often overlooked by most of the competitors in the microfinance sector.  Quilmaná, the district where Inclusiva has its biggest portfolio, has a population of about 20K inhabitants, for whom Inclusiva is the only financing option.",https://www.mcesocap.org/portfolio-list#list,
MCE,Inka Moss,Peru,Agriculture Value Chain,SGB,http://inkamoss.com/,"Inka Moss is a social enterprise that works with communities in the Peruvian Andes to source, process, and export moss that naturally grows in the region. The company incorporates members of these communities as suppliers in its value chain, providing technical assistance and education to ensure sustainable harvesting practices and increased incomes.",https://www.mcesocap.org/portfolio-list#list,
MCE,Juhudi Kilimo,Kenya,Microfinance,FSP,https://juhudikilimo.com,"Juhudi Kilimo is a financial service provider serving smallholder farmers in Kenya. Juhudi finances specific agricultural assets that offer immediate and sustainable income for farmers. Almost 100% of their 75K borrowers live in rural areas and 69% are female, with loans branching out from dairy to other value chains like maize, bananas and coffee.",https://www.mcesocap.org/portfolio-list#list,
MCE,LAPO Sierra Leone,Sierra Leone,Microfinance,FSP,https://lapo-sl.org,Lift Above Poverty Organization Sierra Leone (LAPO SL) is a microfinance institution that seeks to give its clients access to flexible financial services in order to empower women to challenge age-long customs and traditions that constrain their access to economic opportunity.,https://www.mcesocap.org/portfolio-list#list,
MCE,Lazika Capital,Georgia,Microfinance,FSP,https://www.lazikacapital.ge,"Lazika Capital is a Georgian microfinance institution that targets small enterprises in rural and semi-urban regions to promote economic development through the provision of financial services, primarily business and agriculture loans.",https://www.mcesocap.org/portfolio-list#list,
MCE,LOLC Cambodia,Cambodia,Microfinance,FSP,N/A,LOLC Cambodia is a leading microfinance institution which was founded in 1994. Today the organization has grown to serve more than hundreds of thousands of rural Cambodians with micro loans and savings accounts.,https://www.mcesocap.org/portfolio-list#list,
MCE,LOLC Ventura Indonesia,Indonesia,Microfinance,FSP,https://www.lolc.com/ventura,"LOLC Ventura is an Indonesian financial service provider that supports microenterprises in rural areas where financial inclusion is limited. The provider uses a group loan methodology to serve its more than 75,000 customers, a group made up of 100% rural women.",https://www.mcesocap.org/portfolio-list#list,
MCE,Maxima,Cambodia,Microfinance,FSP,https://www.maxima.com.kh/home-en/,"MAXIMA Microfinance Plc. has been a client of MCE since 2022. The organization recently launched a new digital loan product that targets hard-to-reach borrowers through referral agents that live in rural communities. The organization serves more than 8,000 borrowers, of which 80% are women, and 83% live outside the capital city.",https://www.mcesocap.org/portfolio-list#list,
MCE,MiCredito,Nicaragua,Microfinance,FSP,https://www.micredito-es.com,MiCrédito is a non-bank microfinance institution serving customers at the bottom of the socioeconomic pyramid in urban and rural Nicaragua.,https://www.mcesocap.org/portfolio-list#list,
MCE,Micreditoya,Colombia,Microfinance,FSP,https://micreditoya.com.co/nosotros/,"Micreditoya Microfinanciera S.A.S. (“Micreditoya”) is an MFI with the mission to serve the basis of the pyramid in the South of Colombia with responsibility and transparency, which it does by offering small loans to both urban and rural borrowers seeking to develop their businesses, improve their housing conditions, or invest in their families’ education.",https://www.mcesocap.org/portfolio-list#list,
MCE,Microinvest,Moldova,Microfinance,FSP,https://microinvest.md,"Microinvest is a microfinance institution that contributes to the economic and social development of Moldova by offering responsible and transparent lending primarily in the form of business loans, agriculture loans, and small loans.",https://www.mcesocap.org/portfolio-list#list,
MCE,Norandino,Peru,Agriculture Value Chain,SGB,https://coopnorandino.com.pe/,"Cooperativa Agraria Norandino Ltda (Norandino) is one of Peru's leading agro-industrial cooperatives, operating in northern Peru. Norandino collects, processes, and exports a variety of products, primarily coffee, cocoa beans, cocoa paste, and panela, to international buyers in Europe, the US, and Canada. Norandino has been active for over thirty years and is distinguished by its strong social and environmental commitment, prioritizing certified and high quality products (97% of its exports were certified as of 2024).",https://www.mcesocap.org/portfolio-list#list,
MCE,Oxus Tajikistan,Tajikistan,Microfinance,FSP,https://www.oxus.tj/index.php/en/,Oxus Tajikistan is an enterprise engaged in providing financial services to the working poor and the unbanked in Tajikistan. OXUS is dedicated to creating and providing the most efficient microfinance services while improving the sustainable livelihoods of its customers through  green financing initiatives and supporting rural borrowers.,https://www.mcesocap.org/portfolio-list#list,
MCE,PADECOMSM,El Salvador,Microfinance,FSP,https://padecomcredito.com/,"PADECOMSM Crédito is a microfinance cooperative in El Salvador that offers working capital financing to rural micro-borrowers for agricultural and commercial purposes, as well as home improvement loans and micro life insurance. Its client base consists of 50% women and 69% rural.",https://www.mcesocap.org/portfolio-list#list,
MCE,ProCredito,Mexico,Microfinance,FSP,https://www.procredito.com.mx,"ProCredito is a high-impact lender serving micro-, small- and medium-size enterprises in Mexico. Their strong gender and environmental policies are monitored with internal metric reporting, with a focus on loans towards clean transportation and water-wise agriculture.",https://www.mcesocap.org/portfolio-list#list,
MCE,Pro Mujer Nicaragua,Nicaragua,Microfinance,FSP,https://promujer.org/ni/es/,"Pro Mujer Nicaragua is a nonprofit financial services provider focusing on women, and is a market leader in village banking. It has been working to advance gender equality in Nicaragua for more than 27 years through financial inclusion, health and wellbeing, and training opportunities by integrating a strong gender lens in the design of products and services.",https://www.mcesocap.org/portfolio-list#list,
MCE,Renesans,Uzbekistan,Microfinance,FSP,https://renesans.uz/,"Renesans is an MFI based in Tashkent, the capital of Uzbekistan, which provides loan products that targets underserved populations, primarily self-employed entrepreneurs active in trade in local markets, services, small-scale agriculture, and other consumer-related purposes.",https://www.mcesocap.org/portfolio-list#list,
MCE,Transcapital,Mongolia,Microfinance,FSP,https://www.transcapital.mn/,Transcapital is a medium-sized MFI that provides access to financial services in the poor suburbs of Ulaanbaatar and rural areas of Mongolia.,https://www.mcesocap.org/portfolio-list#list,
MCE,Umoja Uganda,Uganda,Microfinance,FSP,https://umoja-international.com/country/uganda,"Umoja MFI is a Ugandan microfinance institution focused on providing financial services to women in rural Uganda. With 100% female clients, 88% of whom are located in rural areas, Umoja showcases outstanding impact through a group loan model. As of June 2024, the average loan size was $93.",https://www.mcesocap.org/portfolio-list#list,
MCE,Vision Fund Ecuador,Ecuador,Microfinance,FSP,https://www.visionfund.ec,"Vision Fund Ecuador was originally established as the foundation Fondo de Desarrollo Microempresarial (FODEMI) in 1995 before growing to become a part of Vision Fund International and operating as a Bank specializing in Microcredit. It manages both the individual methodology and the Village banking methodology, differentiating itself in the sector by focusing on the agriculture sector and targeting vulnerable populations.",https://www.mcesocap.org/portfolio-list#list,
MCE,"VFI International, KosInvest",Kosovo,Microfinance,FSP,https://www.visionfund.org/,"Vision Fund International (VFI) is the microfinance arm of World Vision International, a global development NGO. VFI operates through 25 microfinance institutions in four different regions: Africa, Asia, Latin America and the Caribbean, and Eastern Europe and the Caucasus. With 342 branches and 6,900 employees worldwide, VFI has provided numerous jobs and capital to populations in need. KosInvest is the subsidiary in Kosovo of VFI and focuses its outreach to children of low-income families. KosInvest plays a crucial role in Kosovo, offering smaller loans to microentrepreneurs that have little to no credit record.",https://www.mcesocap.org/portfolio-list#list,
MCE,VisionFund México,Mexico,Microfinance,FSP,http://www.vfmexico.net,"VisionFund México is a microfinance institution offering loans, insurance, and training primarily to women micro entrepreneurs in 8 of the 10 poorest states in Mexico. Serving as a microcredit arm of the World Vision Group, VisionFund México lays the foundation for local economies to thrive in sustainable communities.",https://www.mcesocap.org/portfolio-list#list,
